genres,release_date,playtime_forever,item_id
Adventure Indie,2016-09-08,30.0,219200.0
Strategy,2016-09-08,6623.0,11610.0
Sports Strategy,2016-09-08,0.0,109600.0
Casual Indie,2016-09-08,95.0,212070.0
Casual Indie,2016-09-08,424.0,212160.0
Action Indie Early Access,2016-09-08,4860.0,218230.0
Casual Indie,2016-09-08,6054.0,230410.0
Simulation Strategy,2016-09-08,6564.0,238960.0
Action Adventure Casual Indie,2016-09-08,5.0,243870.0
Casual Indie Simulation,2016-09-08,6822.0,209870.0
Casual Indie,2016-09-08,569.0,271290.0
Action Adventure Indie,2016-09-09,206.0,206500.0
Action Indie RPG,2016-09-11,3262.0,216150.0
Adventure Indie,2016-09-09,14.0,233720.0
Action Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,37.0,210770.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,56.0,242760.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,1521.0,91310.0
Casual Indie Strategy,2016-09-09,758.0,216250.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,141.0,239030.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,716.0,239820.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,65.0,251990.0
Racing,2016-09-13,30.0,252490.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,1226.0,49520.0
Adventure Casual RPG Strategy,2005-11-25,1.0,249870.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-09,0.0,238910.0
Racing,2016-09-13,62.0,221910.0
Racing,2016-09-13,0.0,261640.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-12,0.0,265830.0
Racing,2016-09-13,35.0,265930.0
Casual Indie,2016-09-12,172.0,266010.0
Casual Simulation,2016-09-12,3868.0,271590.0
RPG,2016-09-12,158.0,224480.0
Action Adventure,2016-09-12,2055.0,278080.0
Action,2016-09-12,405.0,239160.0
Simulation,2016-09-13,12002.0,48700.0
Action Indie,2016-09-13,36.0,282800.0
Action Casual Indie,2016-09-13,107.0,283680.0
Action Casual Indie,2016-09-13,434.0,43160.0
Adventure Indie RPG Strategy,2016-09-14,0.0,290140.0
Action Indie,2016-09-14,0.0,291550.0
Casual Indie Simulation Sports Strategy,2016-09-14,504.0,201810.0
Adventure Casual,2016-09-14,461.0,304050.0
Indie Simulation,2016-09-14,45.0,304930.0
Simulation Strategy,2009-10-27,18533.0,268420.0
Adventure Indie,2016-08-01,3.0,227940.0
Indie Strategy,2016-09-15,0.0,205790.0
Casual Indie RPG Simulation,2016-09-14,0.0,6850.0
Action RPG,2016-09-15,0.0,6860.0
Action RPG,2016-09-15,0.0,6900.0
Action RPG,2016-09-15,419.0,203140.0
Design amp Illustration Utilities,2016-06-23,0.0,205930.0
Design amp Illustration Utilities,2016-06-23,0.0,247430.0
Design amp Illustration Utilities,2016-06-23,4488.0,323370.0
Action Free to Play Early Access,2016-09-15,109.0,289950.0
Action Free to Play,2016-09-15,991.0,239140.0
Casual Free to Play Indie Simulation Sports,2016-10-01,394.0,307690.0
Action Adventure Strategy Early Access,2016-09-16,1823.0,333930.0
Strategy,2016-09-16,147.0,335300.0
Action Casual Indie,2016-09-15,253.0,346110.0
Action Adventure Massively Multiplayer,2016-09-16,0.0,407530.0
Adventure Casual,2016-09-16,745.0,346900.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-16,9.0,351800.0
Action Indie,2016-09-16,55.0,350080.0
Action Indie Strategy,2016-09-16,1218.0,255710.0
Casual Indie RPG Simulation Strategy,2016-09-16,63.0,355840.0
Action Adventure RPG,2016-09-16,206.0,359320.0
Action Adventure Casual Indie,2016-09-15,1890.0,227300.0
Adventure Indie Strategy,2016-09-16,0.0,232010.0
Adventure Indie,2016-09-20,0.0,258760.0
Action Free to Play,2016-09-20,0.0,302060.0
Adventure Indie,2016-09-20,2.0,302080.0
Action,2016-09-20,226.0,363970.0
Adventure Casual Indie,2016-09-20,0.0,365720.0
Adventure Indie RPG,2016-09-20,4736.0,372000.0
Sports,2016-09-20,5835.0,292030.0
Adventure Casual Indie,2016-09-20,109.0,373680.0
Adventure Casual Indie Simulation,2016-09-20,3449.0,376570.0
Action,2016-09-20,9104.0,377160.0
Adventure Casual Indie,2016-09-21,621.0,311210.0
Simulation,2016-09-22,4.0,407510.0
Action Free to Play Indie Strategy,2016-09-22,7.0,417860.0
Adventure Indie RPG,2016-09-22,14.0,369200.0
Simulation,2016-09-22,868.0,4000.0
Simulation,2016-09-22,2851.0,1250.0
Action Indie Early Access,2016-09-22,2.0,35420.0
Action Indie,2016-09-22,0.0,23490.0
Indie Massively Multiplayer RPG Simulation,2016-09-22,0.0,42120.0
Action Indie,2016-09-22,0.0,43110.0
Action Indie,2016-09-22,0.0,42500.0
Indie Racing RPG Sports,2016-09-22,81.0,39160.0
Strategy,2016-09-22,1.0,70000.0
Adventure Indie,2016-09-23,1117.0,620.0
Adventure Indie,2016-09-23,857.0,105600.0
Simulation Strategy,2016-09-23,2291.0,9200.0
Action Adventure Indie,2016-09-23,0.0,37400.0
Adventure Casual Indie Early Access,2016-09-23,0.0,37420.0
Indie Simulation Strategy,2016-09-23,6.0,104900.0
Action Casual Indie,2016-09-23,3046.0,730.0
Adventure Casual RPG Early Access,2016-09-26,0.0,205790.0
Indie RPG Strategy,2016-09-26,0.0,218740.0
Indie RPG Strategy,2016-09-26,664.0,35720.0
Adventure Indie RPG,2016-09-27,747.0,99900.0
Action Adventure Free to Play Massively Multiplayer RPG,2016-09-27,666.0,104700.0
Adventure Indie,2016-09-27,83.0,107900.0
Action Adventure Indie,2016-09-27,1135.0,113400.0
Casual Indie,2016-09-27,20.0,286080.0
Action Adventure Indie,2016-09-27,61.0,39000.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-27,81.0,265630.0
Casual Free to Play Indie Simulation Sports Strategy,2016-09-27,7366.0,224260.0
Action Casual Indie Racing,2016-09-27,0.0,226320.0
Action Indie,2016-09-27,0.0,253710.0
Action Free to Play Racing Sports,2016-09-27,248.0,31280.0
Casual Indie,2016-09-27,676.0,234710.0
Adventure Indie,2016-09-27,0.0,234940.0
Indie,2016-09-28,0.0,235720.0
Simulation,2016-09-28,576.0,242760.0
Action,2016-09-28,920.0,233250.0
Action Adventure,2016-09-28,12.0,40400.0
Simulation,2016-09-28,8.0,239450.0
Indie Simulation Strategy,2016-09-28,0.0,234390.0
Casual Indie,2016-09-28,438.0,239030.0
Action Indie RPG,2016-02-19,25804.0,218620.0
Casual Simulation,2016-09-28,23.0,214550.0
Indie Simulation,2016-09-28,0.0,253980.0
Action Indie RPG,2016-09-28,0.0,254020.0
Massively Multiplayer RPG,2016-09-28,0.0,254040.0
Action Free to Play Indie,2016-09-28,0.0,254100.0
Casual Indie Simulation Early Access,2016-09-28,0.0,238910.0
Indie Simulation Strategy,2016-09-29,0.0,257830.0
Indie,2016-09-29,0.0,259300.0
Indie,2016-09-29,0.0,259320.0
Indie,2016-09-29,0.0,264360.0
Adventure Casual Indie,2016-09-29,0.0,267920.0
Casual Indie Sports,2016-09-29,0.0,267940.0
Action Adventure Indie Strategy,2016-09-29,0.0,267960.0
Casual Indie,2016-09-29,0.0,267980.0
Action Indie Early Access,2016-09-29,21878.0,550.0
Action Adventure Casual Indie RPG Strategy,2014-12-15,0.0,223530.0
Casual Indie Strategy,2016-10-06,0.0,271570.0
Action,2016-09-30,0.0,271640.0
Action Indie,2016-09-30,0.0,274900.0
Action Casual Free to Play Indie Strategy,2016-09-30,0.0,278460.0
Action Adventure Indie,2016-09-30,598.0,278490.0
Action Indie,2016-09-29,146.0,222900.0
Action Casual Indie Simulation,2016-09-30,0.0,283350.0
Action Adventure Casual Indie RPG Strategy Early Access,2016-09-30,0.0,285840.0
Adventure Casual Indie RPG Simulation,2016-09-30,0.0,287100.0
Adventure Indie,2016-09-30,0.0,292370.0
Action Indie,2016-09-30,0.0,292390.0
Action Adventure Free to Play Indie,2016-09-30,0.0,292410.0
Action Indie,2016-09-30,0.0,293180.0
Action,2016-10-03,2171.0,295110.0
Action,2016-10-03,0.0,362300.0
Casual RPG Strategy Early Access,2016-10-03,0.0,433850.0
Action Adventure Indie RPG Strategy,2016-10-03,0.0,439700.0
Action Free to Play Indie,2016-10-03,0.0,296630.0
Action Indie,2016-10-03,0.0,296910.0
Action Casual Free to Play Indie Simulation Sports Strategy,2016-10-04,0.0,297020.0
Casual Indie,2016-10-04,18.0,35450.0
Free to Play Strategy,2016-10-04,36.0,236830.0
Casual Indie,2016-10-04,0.0,298600.0
Casual Indie,2016-10-05,11271.0,304050.0
Casual Indie RPG,2016-10-04,770.0,304930.0
Adventure,2016-10-04,0.0,306350.0
Adventure Indie Early Access,2016-10-04,15.0,8600.0
Action Indie,2016-10-05,1.0,8660.0
Simulation,2016-10-06,2.0,211500.0
Adventure Indie,2016-11-01,339.0,63380.0
Casual Indie RPG Strategy,2016-10-06,3117.0,224600.0
Action Adventure Casual,2016-10-06,0.0,307070.0
Adventure Indie,2016-10-06,0.0,308000.0
Adventure Casual Indie,2016-10-06,0.0,308580.0
Casual,2016-10-06,0.0,310380.0
Casual Indie Strategy,2016-10-06,0.0,311480.0
Indie,2016-10-06,0.0,312710.0
Action Indie RPG,2016-10-06,117.0,227940.0
Strategy,2016-10-06,0.0,277950.0
Action Casual Indie Strategy,2016-10-06,0.0,319180.0
Action Adventure Indie RPG,2016-10-06,0.0,321150.0
Casual Indie RPG Strategy,2016-10-06,0.0,321400.0
Adventure Massively Multiplayer RPG,2016-10-06,0.0,327410.0
Adventure Casual,2016-10-06,578.0,24240.0
Action Indie,2016-10-06,0.0,329380.0
Action Indie,2016-10-06,0.0,331710.0
Action Casual Strategy Early Access,2016-10-06,0.0,338050.0
Casual Indie Simulation,2016-10-07,0.0,338550.0
Casual,2014-12-27,0.0,340200.0
Action Indie,2016-10-07,0.0,343180.0
Adventure Indie Early Access,2016-10-07,0.0,343360.0
Action Indie Early Access,2016-10-07,0.0,344040.0
Action Indie,2016-10-07,0.0,345220.0
Adventure Indie RPG,2016-10-07,0.0,349580.0
Action Adventure Indie RPG Simulation,2016-10-07,86.0,355180.0
Casual Indie RPG Simulation Strategy,2016-10-07,0.0,357780.0
Action Adventure Indie Simulation,2016-10-10,0.0,360130.0
Action Adventure Indie,2016-10-07,0.0,361190.0
Action Adventure Casual Indie,2016-10-08,0.0,363970.0
Adventure Indie RPG Simulation,2016-10-11,0.0,364690.0
Casual Indie,2016-10-11,0.0,368900.0
Action Adventure,2016-10-11,1465.0,322330.0
Action Indie,2016-10-11,7.0,372000.0
Adventure Indie RPG Early Access,2016-10-11,0.0,382240.0
Action Indie RPG Strategy,2016-10-11,0.0,385200.0
Casual Indie,2016-10-11,279.0,386360.0
Strategy,2016-10-12,0.0,291550.0
Simulation,2016-10-12,127.0,253030.0
Strategy,2016-10-12,0.0,382490.0
Simulation,2016-10-12,0.0,397620.0
Casual Indie Racing,2016-07-05,47.0,398710.0
Indie,2016-10-12,2048.0,236110.0
Adventure Indie RPG Strategy,2016-10-12,0.0,400370.0
Action Adventure Indie RPG Early Access,2016-10-12,0.0,57300.0
Indie,2016-10-12,0.0,410560.0
Adventure Casual,2016-10-12,0.0,422250.0
Indie,2016-10-12,0.0,424830.0
Action Indie,2016-10-14,0.0,428430.0
Action Indie,2016-10-12,0.0,431270.0
Action Indie,2016-10-14,0.0,264240.0
Casual Indie,2016-10-14,0.0,34270.0
Adventure Casual Free to Play Indie,2016-10-14,0.0,205230.0
Casual Indie Simulation Strategy,2016-10-14,0.0,205950.0
Action Adventure Indie Massively Multiplayer RPG Simulation Early Access,2016-10-14,0.0,4720.0
Action Adventure Indie RPG,2016-10-14,1.0,203750.0
Adventure Indie,2016-10-14,0.0,99300.0
Adventure Casual,2016-10-14,0.0,211160.0
Sports,2009-02-19,0.0,348460.0
Action Adventure Indie,2016-10-14,0.0,447880.0
Free to Play Racing Simulation Sports Early Access,2016-10-11,0.0,350280.0
Action Adventure Casual Indie Sports,2016-10-05,0.0,345390.0
Action Casual Indie,2016-10-14,0.0,11130.0
Casual Indie Strategy,2016-10-14,0.0,348840.0
Action Casual Free to Play Indie Massively Multiplayer,2016-10-14,0.0,48000.0
Action Casual Indie Massively Multiplayer,2016-10-14,0.0,273350.0
Action Casual Indie Massively Multiplayer,2016-10-14,0.0,397060.0
Indie RPG,2016-10-18,0.0,205790.0
Action Free to Play Indie Massively Multiplayer,2016-10-18,19.0,96800.0
Simulation,2016-10-18,7.0,216370.0
Adventure Casual Indie,2016-10-18,1.0,225760.0
Simulation Strategy,2016-10-18,95003.0,730.0
Casual Indie Racing,2016-10-18,4840.0,51100.0
Racing,2016-10-18,123.0,113400.0
Racing,2016-10-18,0.0,271290.0
Racing,2016-10-18,10.0,91310.0
Racing,2016-10-18,108.0,216250.0
Racing,2016-10-18,33.0,346330.0
Racing,2016-10-18,491.0,372000.0
Adventure Casual Indie,2016-10-19,253.0,4000.0
Casual Indie,2016-10-19,537.0,550.0
Action Casual Indie,2016-10-19,0.0,223530.0
Adventure Casual,2016-10-19,796.0,35140.0
Free to Play Indie Massively Multiplayer RPG Strategy,2016-10-19,152.0,31280.0
Action Adventure Indie,2015-10-04,211.0,620.0
Action Casual Indie,2016-10-19,0.0,205790.0
Action Indie,2016-10-19,90.0,204360.0
Adventure Indie RPG,2016-10-19,138.0,223470.0
Indie Early Access,2016-10-19,17.0,51100.0
Casual Indie,2016-10-19,1.0,99900.0
Action Casual Indie,2016-10-19,10.0,104700.0
Adventure Indie Simulation,2016-10-27,1.0,230410.0
Action Indie,2016-10-20,0.0,236390.0
Action Indie RPG,2016-10-20,37.0,238070.0
Action,2016-10-20,29.0,265630.0
Indie Strategy,2016-03-31,63.0,226320.0
Action Casual Indie Simulation,2016-10-20,30.0,234710.0
Casual,2016-11-01,5.0,239450.0
Casual Indie,2016-10-20,37.0,218620.0
Strategy,2016-10-20,0.0,252950.0
Casual,2016-10-21,3.0,265930.0
Adventure Casual Simulation,2015-04-11,37.0,224480.0
Free to Play Indie Racing Sports,2016-11-16,217.0,238460.0
Action Early Access,2016-10-21,16.0,301520.0
Action Free to Play Indie Massively Multiplayer,2016-10-21,5.0,304050.0
Action Indie,2016-10-21,6.0,304930.0
Indie,2016-10-21,24.0,312990.0
Action Adventure Indie RPG,2016-10-21,0.0,317400.0
Action Free to Play Massively Multiplayer RPG,2016-10-21,0.0,327890.0
Action Free to Play Massively Multiplayer RPG,2016-10-21,0.0,329440.0
Action Free to Play Massively Multiplayer RPG,2016-10-21,21385.0,730.0
Strategy,2016-10-22,1.0,332070.0
Casual,2016-10-21,4.0,333930.0
Casual Indie,2016-10-21,1.0,335240.0
Casual,2016-10-21,1.0,339120.0
Action Adventure Casual Free to Play Indie Simulation Sports Strategy,2016-10-21,72.0,351140.0
Action Adventure Casual Free to Play Indie Simulation Sports Strategy,2016-10-21,0.0,382120.0
Action Casual Indie Sports,2016-10-24,0.0,413850.0
Adventure Indie RPG,2016-10-24,0.0,413851.0
Simulation,2016-10-24,0.0,413852.0
Indie Early Access,2016-10-24,0.0,413853.0
Action Indie,2016-10-25,0.0,413854.0
Casual Indie,2016-10-24,0.0,413855.0
Adventure Casual Indie,2016-10-24,0.0,413856.0
Action Indie RPG Simulation,2016-10-24,0.0,413857.0
Action,2016-10-24,0.0,413858.0
Indie,2016-10-24,0.0,413859.0
Adventure Indie RPG Simulation Early Access,2016-10-24,0.0,458250.0
Free to Play Massively Multiplayer Simulation Sports,2016-10-25,0.0,458260.0
Adventure Indie,2016-10-25,0.0,458270.0
Action Indie,2016-10-26,0.0,458280.0
Adventure Strategy,2016-10-25,0.0,458300.0
Simulation,2010-07-19,0.0,458310.0
Adventure Strategy,2016-10-25,0.0,458320.0
Action Simulation Sports Strategy,2016-10-25,0.0,497810.0
Adventure,2016-10-25,0.0,497811.0
Action,2016-10-25,0.0,497812.0
Casual Indie Strategy,2016-10-25,0.0,497813.0
Simulation Strategy,2013-06-13,230.0,4000.0
Indie Simulation,2016-10-25,120.0,400.0
Action Casual Indie,2016-10-25,1162.0,550.0
Adventure Indie,2016-10-25,0.0,223530.0
Casual Indie,2017-05-22,56.0,57300.0
Casual Strategy,2016-10-27,333.0,620.0
Action RPG,2016-10-27,204.0,72850.0
Strategy,2016-10-27,0.0,206690.0
Simulation,2016-10-27,350.0,204360.0
Simulation,2016-10-27,0.0,205790.0
Adventure Indie,2016-10-27,235.0,211400.0
Adventure Indie,2016-10-27,185.0,215470.0
Adventure Indie,2016-10-27,426.0,1930.0
Adventure Indie Simulation,2016-10-27,164.0,223470.0
Indie Simulation Strategy,2016-10-27,114.0,208480.0
Action Indie Strategy,2016-10-27,14.0,202970.0
Casual Indie,2016-10-26,470.0,202990.0
Action Adventure Casual Indie,2016-10-27,548.0,212910.0
Action,2016-10-27,1.0,226120.0
Adventure Casual,1998-04-02,278.0,224540.0
Indie,2016-10-27,491.0,218130.0
Casual Indie Strategy,2016-10-27,882.0,200210.0
Casual Indie,2016-10-26,59.0,218230.0
Indie RPG Strategy,2016-08-27,1071.0,230410.0
Adventure Casual Indie RPG,2016-10-27,0.0,238960.0
Action Casual Free to Play Indie,2016-10-27,1157.0,243870.0
Action Adventure Indie,2016-12-16,299.0,223710.0
Action Casual Free to Play Indie,2016-10-27,0.0,237310.0
Action Adventure Casual Massively Multiplayer,2016-10-27,119.0,242720.0
Action Adventure Casual Massively Multiplayer,2016-10-27,6.0,248570.0
RPG,2016-10-27,57.0,202090.0
Action Casual Indie,2016-09-28,561.0,206420.0
Free to Play Indie Strategy,2016-10-27,317.0,252330.0
Casual Indie Simulation,2016-10-28,382.0,252490.0
Free to Play Indie Massively Multiplayer Strategy,2016-10-27,5341.0,252950.0
Casual Indie Simulation,2016-10-27,193.0,253900.0
Action Adventure Indie RPG,2016-10-28,230.0,253980.0
Adventure Casual Indie Simulation,2016-10-28,2.0,254000.0
Action Adventure Free to Play Sports Strategy,2016-10-28,0.0,254020.0
Adventure Casual Indie,2016-10-28,1.0,254040.0
Indie Simulation Strategy,2006-04-18,1.0,254060.0
Action,2016-10-28,269.0,257750.0
Casual Indie Strategy,2016-10-28,214.0,262150.0
Indie Simulation,2016-10-28,0.0,281050.0
Free to Play Indie Massively Multiplayer Strategy,2016-10-28,435.0,271860.0
Action Casual,2016-10-28,0.0,273110.0
Adventure Casual,2016-10-28,139.0,250180.0
Action Free to Play Indie Massively Multiplayer RPG,2016-10-28,6.0,283370.0
Casual Indie Simulation,2016-10-28,0.0,283430.0
Action Casual Indie,2016-10-28,242.0,286360.0
Action Indie,2016-10-28,0.0,287100.0
Adventure Indie RPG,2016-10-28,0.0,290730.0
Adventure Indie RPG,2016-10-28,113.0,291550.0
Adventure Indie RPG,2016-10-28,215.0,292380.0
Action Adventure Casual Free to Play RPG Strategy,2016-10-28,215.0,292630.0
Adventure Casual Indie,2016-11-04,403.0,295110.0
Adventure Indie,2016-10-28,0.0,362300.0
Action Free to Play Strategy,2016-10-28,222.0,433850.0
Action Casual Indie Strategy,2016-10-28,0.0,439700.0
Casual Indie,2016-11-01,310.0,296050.0
Action Adventure Indie,2016-10-28,305.0,297020.0
Action Indie,2016-10-30,0.0,298240.0
Action Free to Play Massively Multiplayer RPG,2016-10-31,118.0,299260.0
Action,2016-10-31,280.0,300220.0
Action Free to Play Massively Multiplayer RPG,2016-10-31,0.0,301520.0
Action Adventure Indie,2016-11-01,371.0,301750.0
Simulation,2016-11-01,306.0,303390.0
Action Free to Play Massively Multiplayer RPG,2016-11-01,2096.0,304050.0
Casual Simulation,2016-11-01,601.0,304930.0
Casual Indie Strategy,2016-11-01,220.0,307070.0
Action Casual Free to Play Indie,2016-11-01,217.0,227940.0
Adventure Indie,2016-11-01,221.0,314250.0
Racing,2016-11-01,9.0,315640.0
Simulation,2016-11-02,0.0,258160.0
Simulation,2016-11-02,259.0,321260.0
Indie Simulation Strategy,2016-11-02,1950.0,45760.0
Adventure Casual,2016-11-02,163.0,24240.0
Action Indie Early Access,2016-11-02,10469.0,730.0
Casual Indie Simulation,2016-11-03,336.0,332800.0
Casual Simulation,2016-11-02,196.0,277950.0
Indie Simulation,2016-11-02,0.0,345520.0
Indie Simulation,2016-11-03,2607.0,346900.0
Simulation Sports,2016-11-03,0.0,346370.0
Indie RPG,2016-11-03,531.0,287290.0
Indie,2016-11-03,18.0,355840.0
Casual Indie,2016-11-03,220.0,357650.0
Casual Indie,2016-11-03,0.0,362070.0
Adventure Casual Indie,2016-11-04,51.0,363970.0
Simulation Sports,2016-11-03,223.0,219740.0
Simulation Sports,2016-11-03,977.0,322330.0
Simulation Sports,2016-11-03,1195.0,381210.0
Simulation Sports,2016-11-03,127.0,236110.0
Casual,2016-11-04,22.0,417860.0
Indie Strategy,2016-11-04,3934.0,359550.0
Action Simulation Strategy,2016-11-04,311.0,234670.0
Indie RPG,2016-11-04,0.0,349040.0
Action Casual Indie,2016-11-04,0.0,310380.0
Racing,2016-11-03,49.0,441020.0
Casual Free to Play Indie Simulation Strategy,2016-11-04,54.0,273350.0
Indie RPG Strategy,2016-11-04,0.0,240.0
Action Adventure Casual Indie,2016-11-04,9522.0,4000.0
Adventure Indie Strategy,2016-11-04,1357.0,22300.0
Action Adventure Indie RPG Early Access,2016-11-07,8817.0,42700.0
Action Casual Indie Strategy,2016-11-07,801.0,42710.0
Strategy,2016-11-07,1089.0,22380.0
Indie RPG Strategy Early Access,2016-11-07,566.0,40800.0
Photo Editing,2016-11-03,8074.0,105600.0
Adventure Casual,2016-11-07,22.0,33440.0
Action Adventure Indie RPG Simulation,2016-11-08,4992.0,55230.0
Adventure Casual Indie,2016-11-06,10273.0,18500.0
Simulation,2016-11-08,0.0,205790.0
Action Indie RPG,2016-11-08,519.0,104900.0
Action Adventure Casual Indie,2016-11-08,19.0,113200.0
Simulation,2016-11-08,703.0,212680.0
Action Casual Indie,2016-11-08,185.0,223470.0
Adventure Indie RPG Strategy,2016-11-08,19.0,47410.0
Adventure Indie RPG Strategy,2016-11-08,18.0,99900.0
Adventure Indie Strategy,2016-11-09,1.0,104700.0
Action Free to Play Massively Multiplayer,2016-11-09,0.0,105430.0
Casual Indie,2016-11-09,257.0,109600.0
Action Adventure,2016-11-09,32.0,113400.0
Indie,2016-11-09,9.0,113420.0
Casual Indie Strategy,2016-11-09,150.0,200210.0
Action Adventure Casual Indie,2016-11-17,44.0,206210.0
Action Indie Strategy,2016-11-10,0.0,209710.0
Action Indie Strategy,2016-11-10,0.0,213650.0
Adventure,2016-11-10,0.0,218230.0
Simulation Strategy,2016-11-10,24.0,230410.0
Action RPG Strategy,2016-11-10,0.0,234310.0
Action RPG Strategy,2016-11-10,18.0,236390.0
Adventure Indie,2016-11-10,1.0,206480.0
Adventure Indie,2016-11-15,0.0,237310.0
Simulation,2016-11-10,36.0,242590.0
Action Indie,2016-11-10,21.0,248570.0
Adventure Indie,2016-11-11,0.0,216150.0
Action Casual Indie,2016-11-11,0.0,223750.0
Adventure Indie,2016-11-11,342.0,224260.0
Casual Free to Play Indie Simulation Sports Strategy,2016-11-11,49.0,241640.0
Casual Free to Play Indie Simulation Sports Strategy,2016-11-11,1288.0,203160.0
Action Adventure Casual,2016-11-11,1444.0,233450.0
Simulation,2016-11-11,201.0,210770.0
Action Adventure Indie RPG,2016-11-11,7963.0,72850.0
Casual Indie RPG Simulation,2016-11-11,790.0,242760.0
Strategy Early Access,2016-11-11,100.0,244850.0
Adventure Indie,2016-11-11,71.0,91310.0
Action Casual Indie,2016-11-11,359.0,216250.0
Adventure Indie,2016-11-11,4.0,207140.0
Adventure Indie,2016-11-14,0.0,368730.0
Action Indie,2016-11-15,255.0,239030.0
Adventure Indie,2016-11-15,3675.0,206420.0
Adventure Indie,2016-11-15,1597.0,252490.0
Adventure Indie,2016-11-15,47.0,263760.0
Adventure Indie,2016-11-15,208.0,108600.0
Action Free to Play Indie Simulation,2016-11-15,48.0,293260.0
Adventure,2016-11-15,0.0,222900.0
Action Adventure Indie RPG,2016-11-16,31.0,302830.0
Action Adventure Indie,2016-11-16,11.0,243470.0
Racing,2016-11-16,960.0,304930.0
Racing,2016-11-16,7.0,310370.0
Racing,2016-11-16,19.0,9900.0
Racing,2016-11-16,327.0,227940.0
Racing,2016-11-16,30.0,317510.0
Racing,2016-11-16,12.0,313340.0
Indie Simulation Strategy,2016-11-16,151.0,319510.0
Racing,2016-11-16,325.0,253430.0
Racing,2016-11-16,23.0,332800.0
Indie Simulation Strategy,2016-11-16,0.0,333930.0
Action,2016-11-17,73.0,2400.0
Indie Strategy,2016-11-16,25.0,2420.0
Action Indie Sports,2016-08-21,0.0,2430.0
Simulation,2016-11-17,0.0,342610.0
Adventure Casual,2016-09-08,27.0,12120.0
Adventure Indie RPG,2016-11-17,0.0,12250.0
Action Indie Early Access,2016-11-17,24.0,271590.0
Casual Indie,2016-11-17,1.0,350990.0
Action Indie,2016-11-17,0.0,363970.0
Action Adventure RPG,2016-11-17,1.0,365720.0
Racing Simulation Sports,2016-11-18,0.0,369580.0
Action Free to Play Indie Massively Multiplayer RPG Early Access,2016-11-18,19.0,219740.0
Action Indie,2016-11-18,865.0,322330.0
Action,2016-11-18,0.0,377330.0
Casual Free to Play Indie Simulation Sports Strategy,2016-11-18,7.0,387970.0
Casual Simulation,2016-11-18,143.0,403190.0
Casual Free to Play Indie Simulation Sports Strategy,2016-11-18,31.0,280790.0
Action Adventure Casual Indie Racing,2016-11-18,28.0,414730.0
Action Adventure Casual Indie Racing,2016-11-18,1.0,415860.0
Action Adventure Casual Indie Racing,2016-11-18,2953.0,377160.0
Action Adventure Casual Indie Racing,2016-11-18,92.0,3910.0
Adventure Casual,2016-11-21,386.0,240.0
Action Adventure Casual Indie Simulation Early Access,2016-11-18,20812.0,4000.0
Casual Indie,2016-11-18,143.0,6880.0
Adventure Casual,2016-11-18,1645.0,6910.0
Casual Free to Play Massively Multiplayer Strategy Early Access,2016-11-18,10.0,6920.0
Action Adventure Indie RPG Simulation,2016-11-18,1017.0,7670.0
Adventure Indie Strategy,2014-07-01,0.0,409710.0
Action Indie,2016-11-18,0.0,2500.0
Adventure Indie Strategy,2016-11-18,0.0,11200.0
Action Casual Indie RPG Simulation Strategy,2016-11-18,35.0,12900.0
Action Adventure Casual Indie Strategy,2016-11-21,255.0,2700.0
Indie RPG Strategy Early Access,2016-11-21,584.0,17300.0
Action Indie Strategy,2016-11-22,227.0,17330.0
Adventure Casual Indie RPG,2016-11-22,0.0,17340.0
Action Adventure RPG,2016-11-22,1169.0,17460.0
Adventure Casual Indie,2016-11-22,498.0,17410.0
Casual Free to Play Indie Simulation Sports Strategy,2016-11-22,254.0,24740.0
Action Adventure Casual Indie RPG,2016-11-22,16.0,26800.0
Simulation,2016-11-22,2634.0,22320.0
Simulation,2016-11-22,689.0,6060.0
Simulation,2016-11-22,27.0,21670.0
Action Free to Play Massively Multiplayer RPG,2016-11-22,31.0,20500.0
Strategy,2016-11-22,697.0,20900.0
Action Adventure,2016-11-22,50.0,11450.0
Adventure Free to Play RPG Strategy,2016-11-22,0.0,12710.0
Adventure Free to Play RPG Strategy,2016-11-22,0.0,12810.0
Adventure Free to Play RPG Strategy,2016-11-22,2805.0,550.0
Adventure Casual Simulation,2016-11-22,0.0,223530.0
Casual Indie,2016-11-22,818.0,32430.0
Action Indie,2016-11-22,161.0,3730.0
Casual Early Access,2016-11-22,815.0,24980.0
Action Adventure Indie RPG,2016-11-20,1325.0,8850.0
Indie,2016-11-23,0.0,409720.0
Action Indie,2016-11-23,1730.0,8190.0
Action Casual Indie,2016-11-23,107.0,46430.0
Casual Indie,2014-04-15,60.0,33910.0
Casual Indie Simulation Sports Strategy,2016-11-23,4.0,33930.0
