developer,review,item_id
Tribute Games Inc,2.0,4000.0
Most Wanted Entertainment,2.0,234140.0
Trickstar Games,2.0,73170.0
Nimbly Games,2.0,391540.0
Trendy Entertainment,2.0,219640.0
Trendy Entertainment,0.0,283370.0
 Sprockets,0.0,730.0
Cyan Worlds,2.0,6910.0
Trendy Entertainment,2.0,467900.0
Strawdog Studios Ltd,2.0,271590.0
Nihon Falcom,2.0,350080.0
Bohemia Interactive,0.0,244850.0
Eden Industries,0.0,440.0
Volition,2.0,259720.0
PomPom Games,2.0,227480.0
Trapdoor Inc,2.0,113400.0
Big Huge Games Studios,1.0,730.0
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,0.0,209160.0
Pendulo Studios,0.0,261030.0
Pixelante Game Studios,2.0,50620.0
Fakt Software,0.0,203770.0
MumboJumbo,2.0,268500.0
MumboJumbo,2.0,47400.0
Haemimont GamesFeral Interactive Mac,2.0,361640.0
Reality Pump,2.0,316010.0
Dovetail Games,2.0,223750.0
Trendy Entertainment,2.0,413150.0
BUGBEAR,0.0,245170.0
Longbow Games,2.0,223710.0
Cyanide,1.0,440.0
Dovetail Games,0.0,328220.0
David Williamson,0.0,105600.0
Trendy Entertainment,2.0,440.0
TAO,2.0,730.0
BitSits Games,2.0,243470.0
Serious Brothers,2.0,209830.0
TikGames,2.0,72850.0
bAlive,2.0,24240.0
Piranha Bytes,2.0,208650.0
Trendy Entertainment,0.0,273350.0
Piranha Bytes,1.0,218060.0
Devils Details,0.0,359050.0
Love Conquers All Games,0.0,319570.0
The Creative AssemblyFeral Interactive MacFeral Interactive Linux,2.0,516040.0
Volition,0.0,242680.0
Dovetail Games,0.0,21100.0
Days of Wonder,0.0,45700.0
Colossal Order Ltd,0.0,9070.0
Coreplay GmbH,2.0,570.0
Croteam,0.0,221100.0
Croteam,2.0,236370.0
HeR Interactive,0.0,265300.0
Black Market Games,2.0,49520.0
Dovetail Games,0.0,7670.0
Dovetail Games,2.0,730.0
Slant Six Games,0.0,267940.0
Sigma Team Inc,2.0,72850.0
Positech Games,2.0,72850.0
Giants Software,0.0,385370.0
Days of Wonder,0.0,218620.0
Days of Wonder,1.0,570.0
virtualRailroads,1.0,730.0
Dovetail Games,1.0,324160.0
Nihon Falcom,1.0,313340.0
Trendy Entertainment,1.0,550.0
Rockstar Studios,0.0,3480.0
Rockstar Studios,0.0,730.0
Devils Details,2.0,17450.0
Devils Details,1.0,620.0
Eden Industries,0.0,221100.0
Standing Stone Games LLC,1.0,249990.0
Cipher Prime Studios,1.0,570.0
BlinkWorks Media,1.0,262060.0
Fatshark,2.0,211820.0
TT Games,1.0,4500.0
Airtight Games,0.0,8870.0
Nexon,0.0,419460.0
Rebellion,2.0,390670.0
Infinity WardSledgehammer GamesRaven SoftwareAspyr Mac,0.0,235800.0
Zeboyd Games,0.0,570.0
Daedalic Entertainment,0.0,367340.0
Standing Stone Games LLC,2.0,348090.0
Standing Stone Games LLC,1.0,218620.0
Ubisoft ParisRed Storm Entertainment,0.0,431500.0
Paradox Development Studio,2.0,378370.0
Paradox Development Studio,0.0,248570.0
Airtight Games,0.0,105600.0
HiRez Studios,2.0,9480.0
Tripwire Interactive,2.0,214490.0
Larian Studios,0.0,240.0
Paradox Development Studio,0.0,6910.0
WXP Games LLC,0.0,730.0
Sakari Indie amp GriN,0.0,730.0
Trendy Entertainment,1.0,241560.0
Stainless Games,0.0,262060.0
Stainless Games,0.0,299480.0
Capcom USA Inc,2.0,244850.0
Stainless Games,2.0,384021.0
Stainless Games,0.0,730.0
Capcom USA Inc,1.0,406210.0
Capcom USA Inc,1.0,428190.0
Capcom USA Inc,2.0,224540.0
Capcom USA Inc,1.0,300.0
Limbic Entertainment GmhH,1.0,433850.0
Capcom USA Inc,0.0,258950.0
Capcom USA Inc,1.0,325110.0
Capcom USA Inc,1.0,246255.0
Capcom USA Inc,0.0,250420.0
Capcom USA Inc,2.0,236390.0
Capcom USA Inc,1.0,227300.0
Capcom USA Inc,2.0,730.0
Capcom USA Inc,2.0,730.0
Capcom USA Inc,2.0,2270.0
Capcom USA Inc,2.0,251570.0
Capcom USA Inc,2.0,330830.0
Capcom USA Inc,0.0,570.0
Capcom USA Inc,2.0,319630.0
Capcom USA Inc,2.0,730.0
Capcom USA Inc,2.0,257510.0
Overhaul Games,2.0,440.0
Sidhe,2.0,730.0
KING Art,0.0,730.0
Paradox Development Studio,2.0,346110.0
KING Art,0.0,393380.0
Paradox Development Studio,0.0,374320.0
Capcom USA Inc,2.0,446380.0
Misfits Attic,2.0,730.0
Tennensozai,0.0,359320.0
Misfits Attic,2.0,220200.0
Tennensozai,2.0,311730.0
Days of Wonder,2.0,386070.0
Remedy Entertainment LtdMountain Sheep IncCornfox amp Brothers Ltd,1.0,410210.0
Dovetail Games,2.0,278080.0
United Front Games,2.0,311730.0
Dovetail Games,2.0,287700.0
Tripwire Interactive,2.0,371660.0
Robot Entertainment,2.0,413150.0
Dovetail Games,0.0,403190.0
Double Fine Productions,2.0,207140.0
United Front Games,0.0,232090.0
United Front Games,2.0,268970.0
Fishlabs Entertainment GmbH,2.0,730.0
Valve,2.0,220200.0
Obsidian EntertainmentAspyr Mac Linux amp Windows Update,2.0,274190.0
Soldak Entertainment,2.0,403150.0
Big Robot Ltd,1.0,4000.0
Dovetail Games,2.0,414190.0
Digital Train Model,2.0,238240.0
Digital Train Model,1.0,219150.0
Monolith Productions Inc,2.0,375960.0
Monolith Productions Inc,2.0,391220.0
Monolith Productions Inc,2.0,436520.0
Monolith Productions Inc,0.0,386070.0
Monolith Productions Inc,2.0,730.0
Eyebrow Interactive,1.0,49520.0
Monolith Productions Inc,0.0,730.0
Monolith Productions Inc,1.0,570.0
Monolith Productions Inc,0.0,447820.0
Monolith Productions Inc,1.0,333930.0
Monolith Productions Inc,2.0,286570.0
Monolith Productions Inc,0.0,298240.0
Monolith Productions Inc,2.0,377160.0
Monolith Productions Inc,2.0,372000.0
Freebird Games,1.0,730.0
Rocksteady StudiosFeral Interactive Mac,2.0,16870.0
Freebird Games,2.0,440.0
Aleksey Abramenko,0.0,262060.0
Monolith Productions Inc,0.0,220240.0
Capybara Games,2.0,369580.0
Paradox Interactive,0.0,239030.0
Bohemia Interactive,2.0,440.0
Blit Software,0.0,630.0
Stainless Games,0.0,107410.0
Ronimo Games,2.0,113400.0
Ronimo Games,2.0,730.0
Ronimo Games,2.0,115320.0
Ronimo Games,0.0,730.0
Ronimo Games,1.0,730.0
Ronimo Games,2.0,346110.0
Limbic Entertainment GmbH,2.0,72850.0
Slant Six Games,2.0,208650.0
Slant Six Games,0.0,224260.0
Slant Six Games,0.0,72850.0
Slant Six Games,2.0,257510.0
Slant Six Games,2.0,377160.0
Slant Six Games,2.0,208650.0
Frogwares,2.0,263280.0
Edelweiss,2.0,236430.0
Bohemia Interactive,2.0,346900.0
Pilgway,2.0,329130.0
Gaijin Games,2.0,420610.0
Data Realms,2.0,304930.0
City Interactive,2.0,1840.0
Gaijin Games,2.0,730.0
Gearbox SoftwareAspyr Mac amp Linux,2.0,218620.0
Stainless Games,2.0,214420.0
Stainless Games,2.0,220900.0
Stainless Games,1.0,413150.0
Stainless Games,2.0,322170.0
Stainless Games,2.0,730.0
Ubisoft  San Francisco,2.0,234670.0
Stainless Games,2.0,393380.0
Stainless Games,0.0,265930.0
Ratloop Asia,0.0,4000.0
id Software,2.0,105600.0
Gearbox SoftwareAspyr Mac amp Linux,2.0,208650.0
United Front Games,1.0,210770.0
United Front Games,1.0,223630.0
Trendy Entertainment,2.0,440.0
Paradox Interactive,1.0,248820.0
Ubisoft  San Francisco,2.0,570.0
Ubisoft  San Francisco,2.0,440.0
Ubisoft  San Francisco,2.0,13520.0
Ubisoft  San Francisco,0.0,292630.0
Ubisoft  San Francisco,2.0,442080.0
Ubisoft  San Francisco,2.0,450390.0
Ubisoft  San Francisco,0.0,418300.0
Ubisoft  San Francisco,2.0,290790.0
Ubisoft  San Francisco,2.0,318230.0
Ubisoft  San Francisco,2.0,287840.0
Ubisoft  San Francisco,2.0,32370.0
Ubisoft  San Francisco,2.0,352700.0
Ubisoft  San Francisco,0.0,236390.0
Ubisoft  San Francisco,0.0,251570.0
Ubisoft  San Francisco,2.0,362890.0
Ubisoft  San Francisco,0.0,227940.0
Ubisoft  San Francisco,2.0,60.0
Ubisoft  San Francisco,0.0,105600.0
Ubisoft  San Francisco,0.0,238430.0
Ubisoft  San Francisco,2.0,207140.0
Ubisoft  San Francisco,2.0,434570.0
Ubisoft  San Francisco,0.0,570.0
Ubisoft  San Francisco,0.0,107410.0
Ubisoft  San Francisco,2.0,72850.0
Ubisoft  San Francisco,2.0,203750.0
Ubisoft  San Francisco,2.0,440.0
Daedalic Entertainment,0.0,294670.0
x Games,2.0,359870.0
Lukewarm Media,2.0,308310.0
Ubisoft  San Francisco,2.0,219150.0
Ubisoft  San Francisco,1.0,227940.0
Black Forest Games,0.0,224260.0
Haemimont GamesFeral Interactive Mac,2.0,463390.0
Zeal Game Studio,0.0,339230.0
Firaxis GamesFeral Interactive MacFeral Interactive Linux,0.0,218620.0
Dennaton Games,2.0,437220.0
United Front Games,0.0,730.0
United Front Games,1.0,313740.0
Fatshark,2.0,34900.0
Muse Games,2.0,207230.0
Monolith,2.0,201570.0
Larian Studios,1.0,203160.0
Arrowhead Game Studios,2.0,390670.0
Larian Studios,2.0,357480.0
Ubisoft  San Francisco,0.0,440.0
Ubisoft  San Francisco,2.0,15320.0
Running With Scissors,0.0,730.0
Codemasters Birmingham,2.0,334040.0
Daedalic Entertainment,0.0,232090.0
Camel LLC,2.0,352111.0
Reloaded Productions,1.0,50300.0
Stainless Games,1.0,730.0
Team Digital Ltd,2.0,206500.0
Positech Games,0.0,339800.0
Digital Reality,0.0,282900.0
Ankama,0.0,252490.0
Neko Entertainment,0.0,291480.0
Bohemia Interactive,0.0,730.0
Acquire,2.0,269650.0
Acquire,0.0,22300.0
Acquire,2.0,304930.0
Treyarch,2.0,218620.0
United Front Games,2.0,440.0
United Front Games,0.0,224260.0
Codemasters Birmingham,1.0,221100.0
United Front Games,2.0,49520.0
Codemasters Birmingham,2.0,49520.0
Codemasters Birmingham,0.0,344760.0
Codemasters Birmingham,2.0,70.0
Codemasters Birmingham,2.0,204300.0
Ideal Games,2.0,31280.0
IoInteractive AS,2.0,297810.0
IoInteractive AS,2.0,105600.0
IoInteractive AS,2.0,440.0
IoInteractive AS,1.0,333930.0
IoInteractive AS,2.0,570.0
IoInteractive AS,2.0,730.0
The Sims Studio,2.0,324680.0
The Sims Studio,1.0,278970.0
The Sims Studio,2.0,105600.0
Stainless Games,2.0,730.0
Stainless Games,0.0,221100.0
Stainless Games,1.0,204340.0
Stainless Games,0.0,238430.0
Team Digital Ltd,1.0,376210.0
Dovetail Games,0.0,369200.0
IonFx,0.0,359320.0
Curve Studios,2.0,292030.0
Core Design,2.0,417860.0
Curve Studios,0.0,252950.0
SimBin Studios AB,1.0,250900.0
NV Games,0.0,730.0
KING Art,2.0,251570.0
Wormwood Studios,0.0,299360.0
Zeal Game Studio,2.0,250900.0
NEXON Korea Corp,2.0,1840.0
Spry Fox LLC,0.0,311210.0
Crystal Dynamics,2.0,243870.0
Crystal Dynamics,1.0,440.0
Digital Train Model,1.0,440.0
Reality Pump,2.0,319450.0
Ubisoft Montreal,1.0,730.0
Gaming Minds,2.0,317440.0
Ubisoft  San Francisco,0.0,230410.0
Daedalic Entertainment,1.0,730.0
Ubisoft  San Francisco,0.0,24960.0
SEGA,0.0,209080.0
Thomson Interactive,2.0,311210.0
Mind Over Matter Studios,2.0,218620.0
Paradox Development Studio,1.0,730.0
Paradox Development Studio,2.0,243870.0
id Software,2.0,570.0
Haemimont GamesFeral Interactive Mac,0.0,221100.0
Ubisoft  San Francisco,0.0,222880.0
Ubisoft  San Francisco,0.0,221100.0
Ubisoft  San Francisco,2.0,570.0
Ubisoft  San Francisco,2.0,70.0
Ascaron,2.0,570.0
Dovetail Games,0.0,383080.0
Cipher Prime Studios,1.0,730.0
MumboJumbo,2.0,4000.0
Codemasters Birmingham,2.0,570.0
Codemasters Birmingham,2.0,440.0
DnS Development,2.0,20500.0
Codemasters Birmingham,2.0,231140.0
Team Digital Ltd,1.0,374090.0
Dovetail Games,0.0,295110.0
Subatomic Studios LLC,1.0,440.0
Studio X Labs,0.0,387990.0
Ironclad GamesStardock Entertainment,2.0,311210.0
Positech Games,1.0,12120.0
Ubisoft  San Francisco,2.0,10680.0
Mind Over Matter Studios,1.0,440.0
The Farm ,0.0,221100.0
Gearbox SoftwareAspyr Mac amp Linux,1.0,113400.0
Gearbox SoftwareAspyr Mac amp Linux,2.0,218620.0
Apus SoftwareThree Donkeys LLC,0.0,33230.0
Gearbox SoftwareAspyr Mac amp Linux,0.0,49520.0
Gearbox SoftwareAspyr Mac amp Linux,0.0,440.0
Gearbox SoftwareAspyr Mac amp Linux,2.0,338000.0
Gearbox SoftwareAspyr Mac amp Linux,2.0,241930.0
Born Ready Games Ltd,2.0,221100.0
Born Ready Games Ltd,2.0,388090.0
Double Fine Productions,2.0,391540.0
NAMCO,2.0,311210.0
Dennaton Games,0.0,730.0
Ninja Theory,0.0,730.0
Hidden Path Entertainment Inc,0.0,220090.0
